Method,is,rmse
GRANGER_CAUSALITY_MATRIX,sri lanka_15.1.1_2808,0.14709524
DTW_MATRIX,sri lanka_15.1.1_2808,0.167224432
COEFFICIENTS_MATRIX,sri lanka_15.1.1_2808,0.17450073
R_SQUARE_MATRIX,sri lanka_15.1.1_2808,0.143744705
sgd_cap,sri lanka_15.1.1_2808,0.133511858
PEARSON_CORR_MATRIX,sri lanka_15.1.2_2810,0.31737873
T_TEST_MATRIX,sri lanka_15.1.2_2810,0.234167778
GRANGER_CAUSALITY_MATRIX,sri lanka_15.1.2_2810,0.332103803
DTW_MATRIX,sri lanka_15.1.2_2810,0.334479567
COEFFICIENTS_MATRIX,sri lanka_15.1.2_2810,0.402786518
sgd_cap,sri lanka_15.1.2_2810,0.101280829
R_SQUARE_MATRIX,sri lanka_15.a.1_3204,5.964092486
PEARSON_CORR_MATRIX,sri lanka_15.a.1_3204,6.1022408
T_TEST_MATRIX,sri lanka_15.a.1_3204,5.965634018
GRANGER_CAUSALITY_MATRIX,sri lanka_15.a.1_3204,6.07826722
DTW_MATRIX,sri lanka_15.a.1_3204,6.055631779
sgd_cap,sri lanka_15.a.1_3204,5.928734707
DTW_MATRIX,sri lanka_15.b.1_3207,6.019960323
COEFFICIENTS_MATRIX,sri lanka_15.b.1_3207,6.072265034
R_SQUARE_MATRIX,sri lanka_15.b.1_3207,6.008390335
PEARSON_CORR_MATRIX,sri lanka_15.b.1_3207,5.972279897
T_TEST_MATRIX,sri lanka_15.b.1_3207,5.924356677
sgd_cap,sri lanka_15.b.1_3207,5.993433454
GRANGER_CAUSALITY_MATRIX,sri lanka_15.2.1_2812,0.188814014
DTW_MATRIX,sri lanka_15.2.1_2812,0.168149187
COEFFICIENTS_MATRIX,sri lanka_15.2.1_2812,0.245381868
R_SQUARE_MATRIX,sri lanka_15.2.1_2812,0.250924276
PEARSON_CORR_MATRIX,sri lanka_15.2.1_2812,0.23949617
sgd_cap,sri lanka_15.2.1_2812,0.225597305
T_TEST_MATRIX,sri lanka_15.1.2_2811,0.28246566
GRANGER_CAUSALITY_MATRIX,sri lanka_15.1.2_2811,0.361663818
DTW_MATRIX,sri lanka_15.1.2_2811,0.230426864
COEFFICIENTS_MATRIX,sri lanka_15.1.2_2811,0.317163144
R_SQUARE_MATRIX,sri lanka_15.1.2_2811,0.362994828
sgd_cap,sri lanka_15.1.2_2811,0.326878088
PEARSON_CORR_MATRIX,sri lanka_15.5.1_2819,0.551152817
T_TEST_MATRIX,sri lanka_15.5.1_2819,0.649663388
GRANGER_CAUSALITY_MATRIX,sri lanka_15.5.1_2819,0.675813055
DTW_MATRIX,sri lanka_15.5.1_2819,0.550472001
COEFFICIENTS_MATRIX,sri lanka_15.5.1_2819,0.500729873
sgd_cap,sri lanka_15.5.1_2819,0.545611462
R_SQUARE_MATRIX,sri lanka_15.4.1_3208,0.113592076
PEARSON_CORR_MATRIX,sri lanka_15.4.1_3208,0.14632181
T_TEST_MATRIX,sri lanka_15.4.1_3208,0.115450106
GRANGER_CAUSALITY_MATRIX,sri lanka_15.4.1_3208,0.145051419
DTW_MATRIX,sri lanka_15.4.1_3208,0.121556403
sgd_cap,sri lanka_15.4.1_3208,0.137383622
DTW_MATRIX,sri lanka_15.1.1_2809,0.131356124
COEFFICIENTS_MATRIX,sri lanka_15.1.1_2809,0.13510984
R_SQUARE_MATRIX,sri lanka_15.1.1_2809,0.149296302
PEARSON_CORR_MATRIX,sri lanka_15.1.1_2809,0.132577063
T_TEST_MATRIX,sri lanka_15.1.1_2809,0.140503025
sgd_cap,sri lanka_15.1.1_2809,0.14381497
GRANGER_CAUSALITY_MATRIX,sri lanka_15.6.1_2824,0.370699316
DTW_MATRIX,sri lanka_15.6.1_2824,0.397237351
COEFFICIENTS_MATRIX,sri lanka_15.6.1_2824,0.481376598
R_SQUARE_MATRIX,sri lanka_15.6.1_2824,0.38992595
PEARSON_CORR_MATRIX,sri lanka_15.6.1_2824,0.53224531
sgd_cap,sri lanka_15.6.1_2824,0.413918045
T_TEST_MATRIX,sri lanka_15.2.1_2816,0.615482574
GRANGER_CAUSALITY_MATRIX,sri lanka_15.2.1_2816,0.644139915
DTW_MATRIX,sri lanka_15.2.1_2816,0.633325758
COEFFICIENTS_MATRIX,sri lanka_15.2.1_2816,0.65822968
R_SQUARE_MATRIX,sri lanka_15.2.1_2816,0.621113008
sgd_cap,sri lanka_15.2.1_2816,0.607591104
PEARSON_CORR_MATRIX,sri lanka_15.1.1_2807,0.092298669
T_TEST_MATRIX,sri lanka_15.1.1_2807,0.236172579
GRANGER_CAUSALITY_MATRIX,sri lanka_15.1.1_2807,0.299199668
DTW_MATRIX,sri lanka_15.1.1_2807,0.151096597
COEFFICIENTS_MATRIX,sri lanka_15.1.1_2807,0.18584948
sgd_cap,sri lanka_15.1.1_2807,0.195668057
R_SQUARE_MATRIX,sri lanka_15.2.1_2813,0.183146909
PEARSON_CORR_MATRIX,sri lanka_15.2.1_2813,0.187120002
T_TEST_MATRIX,sri lanka_15.2.1_2813,0.193223938
GRANGER_CAUSALITY_MATRIX,sri lanka_15.2.1_2813,0.104233315
DTW_MATRIX,sri lanka_15.2.1_2813,0.136885205
sgd_cap,sri lanka_15.2.1_2813,0.276766615
DTW_MATRIX,sri lanka_15.6.1_2823,0.321200055
COEFFICIENTS_MATRIX,sri lanka_15.6.1_2823,0.292935392
R_SQUARE_MATRIX,sri lanka_15.6.1_2823,0.167684785
PEARSON_CORR_MATRIX,sri lanka_15.6.1_2823,0.176092336
T_TEST_MATRIX,sri lanka_15.6.1_2823,0.38164262
sgd_cap,sri lanka_15.6.1_2823,0.351184731
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2186,0.333506517
DTW_MATRIX,sri lanka_16.8.1_2186,0.428277858
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2186,0.549404034
R_SQUARE_MATRIX,sri lanka_16.8.1_2186,0.340304803
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2186,0.319440656
sgd_cap,sri lanka_16.8.1_2186,0.392138273
T_TEST_MATRIX,sri lanka_16.8.1_2191,0.407038018
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2191,0.377033464
DTW_MATRIX,sri lanka_16.8.1_2191,0.46991025
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2191,0.466012044
R_SQUARE_MATRIX,sri lanka_16.8.1_2191,0.581765279
sgd_cap,sri lanka_16.8.1_2191,0.587449286
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2188,0.740217749
T_TEST_MATRIX,sri lanka_16.8.1_2188,0.784781123
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2188,0.707467535
DTW_MATRIX,sri lanka_16.8.1_2188,0.873987
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2188,0.628678547
sgd_cap,sri lanka_16.8.1_2188,0.815545744
R_SQUARE_MATRIX,sri lanka_16.8.1_2181,1.132951095
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2181,1.074299488
T_TEST_MATRIX,sri lanka_16.8.1_2181,1.189578997
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2181,1.071974476
DTW_MATRIX,sri lanka_16.8.1_2181,1.111796182
sgd_cap,sri lanka_16.8.1_2181,1.090340558
DTW_MATRIX,sri lanka_16.8.1_2189,0.314899273
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2189,0.354578038
R_SQUARE_MATRIX,sri lanka_16.8.1_2189,0.326724054
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2189,0.338567965
T_TEST_MATRIX,sri lanka_16.8.1_2189,0.357735031
sgd_cap,sri lanka_16.8.1_2189,0.367729776
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2187,2.17027956
DTW_MATRIX,sri lanka_16.8.1_2187,2.081065979
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2187,2.004455243
R_SQUARE_MATRIX,sri lanka_16.8.1_2187,2.280150741
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2187,2.129780775
sgd_cap,sri lanka_16.8.1_2187,2.213947837
T_TEST_MATRIX,sri lanka_16.6.1_3405,9.007190218
GRANGER_CAUSALITY_MATRIX,sri lanka_16.6.1_3405,9.002629949
DTW_MATRIX,sri lanka_16.6.1_3405,8.847925687
COEFFICIENTS_MATRIX,sri lanka_16.6.1_3405,8.492307604
R_SQUARE_MATRIX,sri lanka_16.6.1_3405,8.932296129
sgd_cap,sri lanka_16.6.1_3405,8.347203383
PEARSON_CORR_MATRIX,sri lanka_16.1.1_2834,0.051902028
T_TEST_MATRIX,sri lanka_16.1.1_2834,0.097614546
GRANGER_CAUSALITY_MATRIX,sri lanka_16.1.1_2834,0.055818445
DTW_MATRIX,sri lanka_16.1.1_2834,0.068480533
COEFFICIENTS_MATRIX,sri lanka_16.1.1_2834,0.046918078
sgd_cap,sri lanka_16.1.1_2834,0.111446177
R_SQUARE_MATRIX,sri lanka_16.1.1_2833,0.188306464
PEARSON_CORR_MATRIX,sri lanka_16.1.1_2833,0.194378299
T_TEST_MATRIX,sri lanka_16.1.1_2833,0.213772262
GRANGER_CAUSALITY_MATRIX,sri lanka_16.1.1_2833,0.203717848
DTW_MATRIX,sri lanka_16.1.1_2833,0.208496958
sgd_cap,sri lanka_16.1.1_2833,0.154736003
DTW_MATRIX,sri lanka_16.8.1_2175,0.310465661
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2175,0.381434403
R_SQUARE_MATRIX,sri lanka_16.8.1_2175,0.354662496
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2175,0.497332453
T_TEST_MATRIX,sri lanka_16.8.1_2175,0.454185813
sgd_cap,sri lanka_16.8.1_2175,0.449464603
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2180,0.392266414
DTW_MATRIX,sri lanka_16.8.1_2180,0.559423391
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2180,0.360906877
R_SQUARE_MATRIX,sri lanka_16.8.1_2180,0.511671311
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2180,0.634813855
sgd_cap,sri lanka_16.8.1_2180,0.383605476
T_TEST_MATRIX,sri lanka_16.8.1_2177,0.530587614
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2177,0.374664639
DTW_MATRIX,sri lanka_16.8.1_2177,0.467773339
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2177,0.565673974
R_SQUARE_MATRIX,sri lanka_16.8.1_2177,0.71891291
sgd_cap,sri lanka_16.8.1_2177,0.664880347
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2170,0.38268065
T_TEST_MATRIX,sri lanka_16.8.1_2170,0.41806117
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2170,0.334288586
DTW_MATRIX,sri lanka_16.8.1_2170,0.396296631
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2170,0.403861487
sgd_cap,sri lanka_16.8.1_2170,0.428481659
R_SQUARE_MATRIX,sri lanka_16.8.1_2178,0.332693562
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2178,0.265868735
T_TEST_MATRIX,sri lanka_16.8.1_2178,0.322255434
GRANGER_CAUSALITY_MATRIX,sri lanka_16.8.1_2178,0.342548
DTW_MATRIX,sri lanka_16.8.1_2178,0.267731732
sgd_cap,sri lanka_16.8.1_2178,0.344996859
DTW_MATRIX,sri lanka_16.8.1_2176,0.231617384
COEFFICIENTS_MATRIX,sri lanka_16.8.1_2176,0.142158
R_SQUARE_MATRIX,sri lanka_16.8.1_2176,0.20270634
PEARSON_CORR_MATRIX,sri lanka_16.8.1_2176,0.206542639
T_TEST_MATRIX,sri lanka_16.8.1_2176,0.227856808
sgd_cap,sri lanka_16.8.1_2176,0.166213176
GRANGER_CAUSALITY_MATRIX,sri lanka_16.1.1_2836,0.03563876
DTW_MATRIX,sri lanka_16.1.1_2836,0.038520413
COEFFICIENTS_MATRIX,sri lanka_16.1.1_2836,0.04942078
R_SQUARE_MATRIX,sri lanka_16.1.1_2836,0.038873571
PEARSON_CORR_MATRIX,sri lanka_16.1.1_2836,0.044580648
sgd_cap,sri lanka_16.1.1_2836,0.063665693
T_TEST_MATRIX,sri lanka_16.1.1_2835,0.601269401
GRANGER_CAUSALITY_MATRIX,sri lanka_16.1.1_2835,0.641157435
DTW_MATRIX,sri lanka_16.1.1_2835,0.651199911
COEFFICIENTS_MATRIX,sri lanka_16.1.1_2835,0.599232299
R_SQUARE_MATRIX,sri lanka_16.1.1_2835,0.57923226
sgd_cap,sri lanka_16.1.1_2835,0.630105652
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3248,0.396474552
T_TEST_MATRIX,sri lanka_17.12.1_3248,0.372791371
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3248,0.465470146
DTW_MATRIX,sri lanka_17.12.1_3248,0.384566679
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3248,0.429027727
sgd_cap,sri lanka_17.12.1_3248,0.360340809
R_SQUARE_MATRIX,sri lanka_17.12.1_3247,0.837400243
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3247,0.932493756
T_TEST_MATRIX,sri lanka_17.12.1_3247,0.789685137
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3247,0.992539837
DTW_MATRIX,sri lanka_17.12.1_3247,0.854986847
sgd_cap,sri lanka_17.12.1_3247,0.920277744
DTW_MATRIX,sri lanka_17.12.1_3250,0.895409015
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3250,0.897365144
R_SQUARE_MATRIX,sri lanka_17.12.1_3250,0.872168036
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3250,0.964056156
T_TEST_MATRIX,sri lanka_17.12.1_3250,0.665439901
sgd_cap,sri lanka_17.12.1_3250,0.74030123
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3253,0.185648024
DTW_MATRIX,sri lanka_17.12.1_3253,0.197897352
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3253,0.197952141
R_SQUARE_MATRIX,sri lanka_17.12.1_3253,0.178516378
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3253,0.165687677
sgd_cap,sri lanka_17.12.1_3253,0.23005977
T_TEST_MATRIX,sri lanka_17.12.1_3251,0.13332028
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3251,0.148944969
DTW_MATRIX,sri lanka_17.12.1_3251,0.21165767
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3251,0.158200407
R_SQUARE_MATRIX,sri lanka_17.12.1_3251,0.240755392
sgd_cap,sri lanka_17.12.1_3251,0.159060419
PEARSON_CORR_MATRIX,sri lanka_17.4.1_3246,0.660362223
T_TEST_MATRIX,sri lanka_17.4.1_3246,0.710696336
GRANGER_CAUSALITY_MATRIX,sri lanka_17.4.1_3246,0.54419134
DTW_MATRIX,sri lanka_17.4.1_3246,0.660464583
COEFFICIENTS_MATRIX,sri lanka_17.4.1_3246,0.571725627
sgd_cap,sri lanka_17.4.1_3246,0.730703481
R_SQUARE_MATRIX,sri lanka_17.1.2_2860,3.36368496
PEARSON_CORR_MATRIX,sri lanka_17.1.2_2860,3.269931293
T_TEST_MATRIX,sri lanka_17.1.2_2860,3.311510504
GRANGER_CAUSALITY_MATRIX,sri lanka_17.1.2_2860,3.258198483
DTW_MATRIX,sri lanka_17.1.2_2860,3.28752546
sgd_cap,sri lanka_17.1.2_2860,3.256550621
DTW_MATRIX,sri lanka_17.10.1_3265,4.010426417
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3265,3.978163667
R_SQUARE_MATRIX,sri lanka_17.10.1_3265,3.977822545
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3265,4.068948693
T_TEST_MATRIX,sri lanka_17.10.1_3265,4.108584624
sgd_cap,sri lanka_17.10.1_3265,4.017384493
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3264,0.166384421
DTW_MATRIX,sri lanka_17.10.1_3264,0.165634976
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3264,0.180267577
R_SQUARE_MATRIX,sri lanka_17.10.1_3264,0.173867086
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3264,0.166622552
sgd_cap,sri lanka_17.10.1_3264,0.246925709
T_TEST_MATRIX,sri lanka_17.10.1_3267,3.575821044
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3267,3.593957864
DTW_MATRIX,sri lanka_17.10.1_3267,3.596857983
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3267,3.589129486
R_SQUARE_MATRIX,sri lanka_17.10.1_3267,3.602782334
sgd_cap,sri lanka_17.10.1_3267,3.571319051
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3268,0.995868319
T_TEST_MATRIX,sri lanka_17.10.1_3268,1.42157921
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3268,1.171965437
DTW_MATRIX,sri lanka_17.10.1_3268,1.350823426
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3268,1.445089933
sgd_cap,sri lanka_17.10.1_3268,1.400480139
R_SQUARE_MATRIX,sri lanka_17.10.1_3269,1.008464998
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3269,0.871550935
T_TEST_MATRIX,sri lanka_17.10.1_3269,0.889205314
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3269,0.854771186
DTW_MATRIX,sri lanka_17.10.1_3269,0.879593983
sgd_cap,sri lanka_17.10.1_3269,0.817234395
DTW_MATRIX,sri lanka_17.17.1_3263,0.673950015
COEFFICIENTS_MATRIX,sri lanka_17.17.1_3263,0.675869568
R_SQUARE_MATRIX,sri lanka_17.17.1_3263,0.666207086
PEARSON_CORR_MATRIX,sri lanka_17.17.1_3263,0.673866937
T_TEST_MATRIX,sri lanka_17.17.1_3263,0.710261462
sgd_cap,sri lanka_17.17.1_3263,0.674931398
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3257,0.726179885
DTW_MATRIX,sri lanka_17.12.1_3257,0.738928082
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3257,0.808330648
R_SQUARE_MATRIX,sri lanka_17.12.1_3257,0.624896128
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3257,0.689353839
sgd_cap,sri lanka_17.12.1_3257,0.694329581
T_TEST_MATRIX,sri lanka_17.12.1_3256,0.619661653
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3256,0.751830853
DTW_MATRIX,sri lanka_17.12.1_3256,0.572588653
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3256,0.58237071
R_SQUARE_MATRIX,sri lanka_17.12.1_3256,0.671442906
sgd_cap,sri lanka_17.12.1_3256,0.566454133
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3259,0.635671861
T_TEST_MATRIX,sri lanka_17.12.1_3259,0.516238663
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3259,0.865302631
DTW_MATRIX,sri lanka_17.12.1_3259,0.49993992
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3259,0.535051754
sgd_cap,sri lanka_17.12.1_3259,0.430276361
R_SQUARE_MATRIX,sri lanka_17.12.1_3260,0.253709243
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3260,0.315613035
T_TEST_MATRIX,sri lanka_17.12.1_3260,0.334441644
GRANGER_CAUSALITY_MATRIX,sri lanka_17.12.1_3260,0.325354668
DTW_MATRIX,sri lanka_17.12.1_3260,0.245228263
sgd_cap,sri lanka_17.12.1_3260,0.231268842
DTW_MATRIX,sri lanka_17.12.1_3261,0.402112342
COEFFICIENTS_MATRIX,sri lanka_17.12.1_3261,0.361959703
R_SQUARE_MATRIX,sri lanka_17.12.1_3261,0.38682242
PEARSON_CORR_MATRIX,sri lanka_17.12.1_3261,0.35875502
T_TEST_MATRIX,sri lanka_17.12.1_3261,0.35149917
sgd_cap,sri lanka_17.12.1_3261,0.424046198
GRANGER_CAUSALITY_MATRIX,sri lanka_17.8.1_2895,1.600531992
DTW_MATRIX,sri lanka_17.8.1_2895,1.643300658
COEFFICIENTS_MATRIX,sri lanka_17.8.1_2895,1.605844729
R_SQUARE_MATRIX,sri lanka_17.8.1_2895,1.454716331
PEARSON_CORR_MATRIX,sri lanka_17.8.1_2895,1.59862091
sgd_cap,sri lanka_17.8.1_2895,1.435899541
T_TEST_MATRIX,sri lanka_17.1.1_2859,0.677732179
GRANGER_CAUSALITY_MATRIX,sri lanka_17.1.1_2859,0.679649191
DTW_MATRIX,sri lanka_17.1.1_2859,0.680240658
COEFFICIENTS_MATRIX,sri lanka_17.1.1_2859,0.684351226
R_SQUARE_MATRIX,sri lanka_17.1.1_2859,0.681407449
sgd_cap,sri lanka_17.1.1_2859,0.680958486
PEARSON_CORR_MATRIX,sri lanka_17.6.1_2889,0.496236137
T_TEST_MATRIX,sri lanka_17.6.1_2889,0.51026654
GRANGER_CAUSALITY_MATRIX,sri lanka_17.6.1_2889,0.567716343
DTW_MATRIX,sri lanka_17.6.1_2889,0.596395695
COEFFICIENTS_MATRIX,sri lanka_17.6.1_2889,0.639025771
sgd_cap,sri lanka_17.6.1_2889,0.444750304
R_SQUARE_MATRIX,sri lanka_17.6.1_2887,1.077117931
PEARSON_CORR_MATRIX,sri lanka_17.6.1_2887,1.090119249
T_TEST_MATRIX,sri lanka_17.6.1_2887,1.186887804
GRANGER_CAUSALITY_MATRIX,sri lanka_17.6.1_2887,1.090204901
DTW_MATRIX,sri lanka_17.6.1_2887,1.129274413
sgd_cap,sri lanka_17.6.1_2887,0.872446076
DTW_MATRIX,sri lanka_17.6.1_2888,0.6509787
COEFFICIENTS_MATRIX,sri lanka_17.6.1_2888,0.535222878
R_SQUARE_MATRIX,sri lanka_17.6.1_2888,0.721430769
PEARSON_CORR_MATRIX,sri lanka_17.6.1_2888,0.641464902
T_TEST_MATRIX,sri lanka_17.6.1_2888,0.746610329
sgd_cap,sri lanka_17.6.1_2888,0.758513631
GRANGER_CAUSALITY_MATRIX,sri lanka_17.17_3255,0.642527241
DTW_MATRIX,sri lanka_17.17_3255,0.634953405
COEFFICIENTS_MATRIX,sri lanka_17.17_3255,0.635760576
R_SQUARE_MATRIX,sri lanka_17.17_3255,0.637874984
PEARSON_CORR_MATRIX,sri lanka_17.17_3255,0.638580682
sgd_cap,sri lanka_17.17_3255,0.697475322
T_TEST_MATRIX,sri lanka_17.3.2_2886,0.384621928
GRANGER_CAUSALITY_MATRIX,sri lanka_17.3.2_2886,0.32569111
DTW_MATRIX,sri lanka_17.3.2_2886,0.323414442
COEFFICIENTS_MATRIX,sri lanka_17.3.2_2886,0.395981733
R_SQUARE_MATRIX,sri lanka_17.3.2_2886,0.354714804
sgd_cap,sri lanka_17.3.2_2886,0.377259364
PEARSON_CORR_MATRIX,sri lanka_17.6.1_2893,0.269192408
T_TEST_MATRIX,sri lanka_17.6.1_2893,0.373018443
GRANGER_CAUSALITY_MATRIX,sri lanka_17.6.1_2893,0.304932391
DTW_MATRIX,sri lanka_17.6.1_2893,0.300590649
COEFFICIENTS_MATRIX,sri lanka_17.6.1_2893,0.319373071
sgd_cap,sri lanka_17.6.1_2893,0.25588587
R_SQUARE_MATRIX,sri lanka_17.6.1_2891,0.85374662
PEARSON_CORR_MATRIX,sri lanka_17.6.1_2891,0.938787225
T_TEST_MATRIX,sri lanka_17.6.1_2891,1.071624558
GRANGER_CAUSALITY_MATRIX,sri lanka_17.6.1_2891,0.794556816
DTW_MATRIX,sri lanka_17.6.1_2891,0.861903843
sgd_cap,sri lanka_17.6.1_2891,0.917870724
DTW_MATRIX,sri lanka_17.6.1_2892,0.397401465
COEFFICIENTS_MATRIX,sri lanka_17.6.1_2892,0.433134855
R_SQUARE_MATRIX,sri lanka_17.6.1_2892,0.48868963
PEARSON_CORR_MATRIX,sri lanka_17.6.1_2892,0.483332023
T_TEST_MATRIX,sri lanka_17.6.1_2892,0.39973264
sgd_cap,sri lanka_17.6.1_2892,0.521819358
GRANGER_CAUSALITY_MATRIX,sri lanka_17.1.1_2858,0.611450623
DTW_MATRIX,sri lanka_17.1.1_2858,0.55327417
COEFFICIENTS_MATRIX,sri lanka_17.1.1_2858,0.643880089
R_SQUARE_MATRIX,sri lanka_17.1.1_2858,0.68877462
PEARSON_CORR_MATRIX,sri lanka_17.1.1_2858,0.609505428
sgd_cap,sri lanka_17.1.1_2858,0.706806124
T_TEST_MATRIX,sri lanka_17.3.1_2885,1.023851563
GRANGER_CAUSALITY_MATRIX,sri lanka_17.3.1_2885,1.103336657
DTW_MATRIX,sri lanka_17.3.1_2885,1.162976697
COEFFICIENTS_MATRIX,sri lanka_17.3.1_2885,1.15809422
R_SQUARE_MATRIX,sri lanka_17.3.1_2885,1.262014093
sgd_cap,sri lanka_17.3.1_2885,1.129097251
PEARSON_CORR_MATRIX,sri lanka_17.9.1_3254,1.364820308
T_TEST_MATRIX,sri lanka_17.9.1_3254,1.410764853
GRANGER_CAUSALITY_MATRIX,sri lanka_17.9.1_3254,1.433495443
DTW_MATRIX,sri lanka_17.9.1_3254,1.438102843
COEFFICIENTS_MATRIX,sri lanka_17.9.1_3254,1.542181665
sgd_cap,sri lanka_17.9.1_3254,1.483857211
R_SQUARE_MATRIX,sri lanka_17.10.1_3271,4.182820653
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3271,4.165993738
T_TEST_MATRIX,sri lanka_17.10.1_3271,4.008618683
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3271,4.078057613
DTW_MATRIX,sri lanka_17.10.1_3271,4.00763577
sgd_cap,sri lanka_17.10.1_3271,4.033552977
DTW_MATRIX,sri lanka_17.10.1_3270,0.389592385
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3270,0.310411517
R_SQUARE_MATRIX,sri lanka_17.10.1_3270,0.313731483
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3270,0.508747812
T_TEST_MATRIX,sri lanka_17.10.1_3270,0.308045337
sgd_cap,sri lanka_17.10.1_3270,0.319091765
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3273,16.21402075
DTW_MATRIX,sri lanka_17.10.1_3273,16.18663093
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3273,16.20622078
R_SQUARE_MATRIX,sri lanka_17.10.1_3273,16.18943183
PEARSON_CORR_MATRIX,sri lanka_17.10.1_3273,16.18303227
sgd_cap,sri lanka_17.10.1_3273,16.22836964
T_TEST_MATRIX,sri lanka_17.10.1_3275,0.909570185
GRANGER_CAUSALITY_MATRIX,sri lanka_17.10.1_3275,0.905469702
DTW_MATRIX,sri lanka_17.10.1_3275,0.932848096
COEFFICIENTS_MATRIX,sri lanka_17.10.1_3275,0.723964375
R_SQUARE_MATRIX,sri lanka_17.10.1_3275,0.638779836
sgd_cap,sri lanka_17.10.1_3275,0.782935534
DTW_MATRIX,sri lanka_17.10.1_3274,0.904904718
sgd_cap,sri lanka_17.10.1_3274,0.860534082
